Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
502,Sybil-Resilient Reality-Aware Social Choice,Weizmann Institute of Science,Weizmann Institute of Science,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
503,Play and Prune: Adaptive Filter Pruning for Deep Model Compression,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,,,,4.0,0.0
504,Hierarchical Inter-Attention Network for Document Classification with Multi-Task Learning," RIIT, TNList, Dept. of Computer Science and Technology",Tsinghua University," RIIT, TNList, Dept. of Computer Science and Technology",Tsinghua University,"University of California, Los Angeles"," RIIT, TNList, Dept. of Computer Science and Technology",Tsinghua University,,,,,,,,,,,,,,,,,,4.0,0.0
505,Best Answers over Incomplete Data : Complexity and First-Order Rewritings,Université Paris Cité,Université Paris Cité,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
506,Causal Discovery with Cascade Nonlinear Additive Noise Models,Guangdong University of Technology,Guangdong University of Technology,Carnegie Mellon University,Foshan University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
507,Prediction of Mild Cognitive Impairment Conversion Using Auxiliary Information,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
508,Faster Distributed Deep Net Training: Computation and Communication Decoupled Stochastic Gradient Descent, Anhui Province Key Laboratory of Big Data Analysis and Applicatio,University of Science and Technology of China, Anhui Province Key Laboratory of Big Data Analysis and Applicatio,University of Science and Technology of China, Anhui Province Key Laboratory of Big Data Analysis and Applicatio,University of Science and Technology of China, Anhui Province Key Laboratory of Big Data Analysis and Applicatio,University of Science and Technology of China, Anhui Province Key Laboratory of Big Data Analysis and Applicatio,University of Science and Technology of China,,,,,,,,,,,,,,,5.0,0.0
509,A Comparative Study of Distributional and Symbolic Paradigms for Relational Learning,École Polytechnique Fédérale de Lausanne," NEC Labs, German",,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
510,Clause Learning and New Bounds for Graph Coloring *,Université de Toulouse,University of Paris-Saclay,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
511,Curriculum Learning for Cumulative Return Maximization,University of Leeds,University of Leeds,University of Leeds,University of Leeds,,,,,,,,,,,,,,,,,,,,,4.0,0.0
512,Affine Equivariant Autoencoder,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Dongguan University of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
513,A*+IDA*: A Simple Hybrid Search Algorithm,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
514,RTHN: A RNN-Transformer Hierarchical Network for Emotion Cause Extraction,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
515,Exploiting Persona Information for Diverse Generation of Conversational Responses,Harbin Institute of Technology,Harbin Institute of Technology,Peng Cheng Laboratory,Harbin Institute of Technology," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin"," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin",Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,6.0,0.0
516,SPAGAN: Shortest Path Graph Attention Network,Stevens Institute of Technology,Stevens Institute of Technology,Zhejiang University,"University at Buffalo, State University of New York",University of Sydney,,,,,,,,,,,,,,,,,,,,5.0,0.0
517,SAGE: A Hybrid Geopolitical Event Forecasting System, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut, USC Information Sciences Institut,"University of California, Irvine","University of California, Irvine",Fordham University,Fordham University,Stanford University,Stanford University,Stanford University,Columbia University,University of Southern California,,,,,,10.0,0.0
518,Embodied Conversational AI Agents in a Multi-modal Multi-agent Competitive Dialogue,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,IBM Research - China,IBM Research - China,Rensselaer Polytechnic Institute,IBM Research - China,,,,,,,,,,,,,,,,,,7.0,0.0
519,Design and Implementation of a Disambiguity Framework for Smart Voice Controlled Devices,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,5.0,0.0
520,Revealing Semantic Structures of Texts: Multi-grained Framework for Automatic Mind-map Generation,Nankai University,IBM Research - China,Nankai University,IBM Research - China,,,,,,,,,,,,,,,,,,,,,4.0,0.0
521,Learning Strictly Orthogonal p-Order Nonnegative Laplacian Embedding via Smoothed Iterative Reweighted Method,Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
522,A Vectorized Relational Graph Convolutional Network for Multi-Relational Network Alignment,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,University of the Sunshine Coast,,,,,,,,,,,,,,,,,,,,5.0,0.0
523,Scalable Semi-Supervised SVM via Triply Stochastic Gradients,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology, JD Finance America Corporatio,Western University,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology, JD Finance America Corporatio,University of Pittsburgh,,,,,,,,,,,,,,,,,6.0,0.0
524,Direction-Optimizing Breadth-First Search with External Memory Storage,Northeast Normal University,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
525,Optimizing Constraint Solving via Dynamic Programming,Peking University,Virginia Tech,Peking University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
526,The Pupil Has Become the Master: Teacher-Student Model-Based Word Embedding Distillation with Ensemble Learning,Emory University," Visa Research, Palo Alto, C",Emory University,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
527,Closed-Loop Memory GAN for Continual Learning,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
528,Improved Heuristics for Multi-Agent Path Finding with Conflict-Based Search,University of Southern California,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,5.0,0.0
529,Priority Inheritance with Backtracking for Iterative Multi-agent Path Finding,Tokyo Institute of Technology,New England College,Tokyo Institute of Technology,Tokyo Institute of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
530,Heavy-ball Algorithms Always Escape Saddle Points,National University of Defense Technology,National University of Defense Technology,Hunan University of Science and Engineering,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,5.0,0.0
531,InterSpot: Interactive Spammer Detection in Social Media,Arizona State University,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,5.0,0.0
532,Large-Scale Home Energy Management Using Entropy-Based Collective Multiagent Deep Reinforcement Learning Framework,Tianjin University,Tianjin University,Tianjin University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
533,Sharing Experience in Multitask Reinforcement Learning,Guilin University of Electronic Technology,"Vietnam National University, Hanoi",,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
534,Spectral Perturbation Meets Incomplete Multi-view Data,Southwest Jiaotong University,University of Illinois at Chicago,Dalian University of Technology,University of Illinois at Chicago,Southwest Jiaotong University,Southwest Jiaotong University,,,,,,,,,,,,,,,,,,,6.0,0.0
535,RLTM: An Efficient Neural IR Framework for Long Documents,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,,,,,,,,,,,,,,,,,,,,,4.0,0.0
536,Multi-Level Visual-Semantic Alignments with Relation-Wise Dual Attention Network for Image and Text Matching,South China University of Technology,South China University of Technology,South China University of Technology,University of Iowa,South China University of Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
537,Asynchronous Stochastic Frank-Wolfe Algorithms for Non-Convex Optimization, JD Finance America Corporatio,University of Pittsburgh, JD Finance America Corporatio,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,2.0,0.0
538,Efficient Protocol for Collaborative Dictionary Learning in Decentralized Networks,IBM Research - Tokyo,Computing Center,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
539,Image-to-Image Translation with Multi-Path Consistency Regularization,University of Science and Technology of China,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,3.0,2.0
540,Linear Time Complexity Time Series Clustering with Symbolic Pattern Forest,George Mason University,George Mason University,George Mason University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
541,Weighted Maxmin Fair Share Allocation of Indivisible Chores,University of Nebraska–Lincoln,Stony Brook University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
542,The Price of Fairness for Indivisible Goods,Nanyang Technological University,Nanyang Technological University,"University of California, Berkeley",University of Oxford,,,,,,,,,,,,,,,,,,,,,4.0,0.0
543,Deeply-learned Hybrid Representations for Facial Age Estimation,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Baidu (China),National Engineering Laboratory of Deep Learning Technology and Application,Institute of Automation,University of Chinese Academy of Sciences,Macau University of Science and Technology,,,,,,,,,,,,,,10.0,1.0
544,Adversarial Imitation Learning from Incomplete Demonstrations,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
545,Exploring the Task Cooperation in Multi-goal Visual Navigation,Shandong University of Science and Technology,Shandong University of Science and Technology,Shandong University of Science and Technology,Nanyang Technological University,Shandong University of Science and Technology,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,6.0,0.0
546,Decentralized Optimization with Edge Sampling,Nanyang Technological University,"Agency for Science, Technology and Research","Agency for Science, Technology and Research"," Tencent AI Lab, Chin",,,,,,,,,,,,,,,,,,,,,3.0,0.0
547,Crowd View: Converting Investors' Opinions into Indicators,National Taiwan University,National Chengchi University,Joint Research Center,National Taiwan University,Joint Research Center,,,,,,,,,,,,,,,,,,,,5.0,0.0
548,HorNet: A Hierarchical Offshoot Recurrent Network for Improving Person Re-ID via Image Captioning, Nanjing Institute of Advanced Artificial Intelligenc, Horizon Robotic, Nanjing Institute of Advanced Artificial Intelligenc, Horizon Robotic, Nanjing Institute of Advanced Artificial Intelligenc, Horizon Robotic, Nanjing Institute of Advanced Artificial Intelligenc, Horizon Robotic,,,,,,,,,,,,,,,,,2.0,2.0
549,Recurrent Neural Network for Text Classification with Hierarchical Multiscale Dense Connections,Shanghai Jiao Tong University,Shanghai Jiao Tong University,East China Normal University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
550,Multi-view Spectral Clustering Network,Sichuan University,Institute of High Performance Computing,Sichuan University,Tianjin University,Institute for Infocomm Research,Sichuan University,,,,,,,,,,,,,,,,,,,6.0,0.0
551,Deep Active Learning with Adaptive Acquisition,Heidelberg University,Heidelberg University,Stellenbosch University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
552,VAEGAN: A Collaborative Filtering Framework based on Adversarial Variational Autoencoders,Peking University, SenseTime Group Limite, SenseTime Group Limite,Peking University,,,,,,,,,,,,,,,,,,,,,2.0,0.0
553,Generalized Majorization-Minimization for Non-Convex Optimization,University of Technology Sydney,National University of Singapore,University of Technology Sydney,National University of Singapore,,,,,,,,,,,,,,,,,,,,,4.0,0.0
554,Dynamic Item Block and Prediction Enhancing Block for Sequential Recommendation,Northeastern University,Northeastern University," JD AI Research, Beijing, Chin",Tencent (China)," JD AI Research, Beijing, Chin",,,,,,,,,,,,,,,,,,,,2.0,1.0
555,Balancing Explicability and Explanations for Human-Aware Planning *," IBM Research AI, Cambridge MA 02142 US",Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
556,Automatic Grassland Degradation Estimation Using Deep Learning,Tsinghua University,Tsinghua University," PCL Research Center of Networks and Communications, Peng Cheng Laborator"," Baidu, Inc",Tsinghua University,University of Birmingham,Tsinghua University," PCL Research Center of Networks and Communications, Peng Cheng Laborator",Tsinghua University," PCL Research Center of Networks and Communications, Peng Cheng Laborator",University of Birmingham,Southern University of Science and Technology,,,,,,,,,,,,,8.0,1.0
557,Scribble-to-Painting Transformation with Multi-Task Generative Adversarial Networks,Shanghai Jiao Tong University,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
558,Robustra: Training Provable Robust Neural Networks over Reference Adversarial Space,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,4.0,0.0
559,Medical Concept Embedding with Multiple Ontological Representations,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,McGill University,Hospital Authority,,,,,,,,,,,,,,,,,,,6.0,0.0
560,Deep Adversarial Multi-view Clustering Network,Xidian University,Xidian University,Northeastern University,Xidian University,Beihang University,,,,,,,,,,,,,,,,,,,,5.0,0.0
561,Some Things are Easier for the Dumb and the Bright Ones (Beware of the Average!),Polish Academy of Sciences,University of Luxembourg,Polish Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
562,Boosting for Comparison-Based Learning,Max Planck Institute for Intelligent Systems,Max Planck Institute for Intelligent Systems,University of Tübingen,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
563,Fair Allocation of Indivisible Goods and Chores,University of Patras,The University of Tokyo,Technical University of Berlin,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
564,ERICA and WikiTalk,Kyoto University,Kyoto University," CDM Interact, Helsinki, Finlan",German Research Centre for Artificial Intelligence,Kyoto University,,,,,,,,,,,,,,,,,,,,3.0,1.0
565,CRSRL: Customer Routing System Using Reinforcement Learning," Ant Financial Services Group, Z Space No. 556 Xixi Road Hangzhou, 310099, Zhejiang, Chin",Shandong University,RMIT University,Alibaba Group (China)," Ant Financial Services Group, Z Space No. 556 Xixi Road Hangzhou, 310099, Zhejiang, Chin",,,,,,,,,,,,,,,,,,,,2.0,1.0
566,Swell-and-Shrink: Decomposing Image Captioning by Transformation and Summarization,Tongji University,Tongji University,Tongji University,Tongji University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
567,Relation-Aware Entity Alignment for Heterogeneous Knowledge Graphs,University of Computer Studies Yangon,University of Computer Studies Yangon,University of Computer Studies Yangon,Lancaster University,University of Computer Studies Yangon,University of Computer Studies Yangon,,,,,,,,,,,,,,,,,,,6.0,0.0
568,Sketched Iterative Algorithms for Structured Generalized Linear Models,University of Minnesota,University of Minnesota,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
569,Fully Distributed Bayesian Optimization with Stochastic Policies,Universidad de Zaragoza,Universidad de Zaragoza,Centro Universitario de la Defensa,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
570,Do We Need Many-valued Logics for Incomplete Information? *,University of Edinburgh,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
571,Learning Hierarchical Symbolic Representations to Support Interactive Task Learning and Knowledge Transfer,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
572,A Principled Approach for Learning Task Similarity in Multitask Learning,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,,,,,,6.0,0.0
573,Exploiting the Sign of the Advantage Function to Learn Deterministic Policies in Continuous Domains,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
574,Ridesharing with Driver Location Preferences *, Harvard Business School and Department of Economic, Harvard School of Engineering and Applied Science, Harvard School of Engineering and Applied Science,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
575,Enriching Ontology-based Data Access with Provenance,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,University of Milano-Bicocca,Free University of Bozen-Bolzano,,,,,,,,,,,,,,,,,,,,5.0,0.0
576,Answer Set Programming for Judgment Aggregation,Instituto de Pesquisas Tecnológicas,University of Bergen,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
577,Reachability Games in Dynamic Epistemic Logic,University of Naples Federico II,Institut de Recherche en Informatique et Systèmes Aléatoires,Institut de Recherche en Informatique et Systèmes Aléatoires,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
578,Integrating Decision Sharing with Prediction in Decentralized Planning for Multi-Agent Coordination under Uncertainty,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
579,Belief Revision Operators with Varying Attitudes Towards Initial Beliefs,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
580,A Degeneracy Framework for Scalable Graph Autoencoders," Deezer Research & Development, Paris, Franc",École Polytechnique," Deezer Research & Development, Paris, Franc"," Deezer Research & Development, Paris, Franc",École Polytechnique,,,,,,,,,,,,,,,,,,,,2.0,0.0
581,On the Effectiveness of Low Frequency Perturbations,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
582,Randomized Adversarial Imitation Learning for Autonomous Driving,Chung-Ang University,Chung-Ang University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
583,On Causal Identification under Markov Equivalence *,Purdue University West Lafayette,Lingnan University,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
584,Path Planning with CPD Heuristics,University of Brescia,University of Brescia,Monash University,Monash University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
585,An Evolution Strategy with Progressive Episode Lengths for Playing Games,University of Freiburg,University of Freiburg,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,,,,,,,4.0,0.0
586,Amalgamating Filtered Knowledge: Learning Task-customized Student from Multi-task Teachers,Zhejiang University,Stevens Institute of Technology,Zhejiang University,Alibaba Group (China),Zhejiang University,,,,,,,,,,,,,,,,,,,,4.0,1.0
587,Deep Multi-Task Learning with Adversarial-and-Cooperative Nets,South China University of Technology,Arizona State University,South China Normal University,University of Michigan–Ann Arbor,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,6.0,0.0
588,Unit Selection Based on Counterfactual Logic,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
589,Optimality and Nash Stability in Additively Separable Generalized Group Activity Selection Problems,University of Salento,French National Centre for Scientific Research,Gran Sasso Science Institute,University of L'Aquila,University of L'Aquila,University of Chieti-Pescara,,,,,,,,,,,,,,,,,,,6.0,0.0
590,Real-Time Adversarial Attacks,University of Notre Dame,University of Notre Dame,University of Notre Dame,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,4.0,0.0
591,Dense Transformer Networks for Brain Electron Microscopy Image Segmentation,Washington State University,Washington State University,Washington State University,"University of California, Davis",Texas A&M University,,,,,,,,,,,,,,,,,,,,5.0,0.0
592,Balanced Clustering: A Uniform Model and Fast Algorithm,University of Science and Technology of China,University of Science and Technology of China,Sitma (Norway),University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,3.0,1.0
593,Personalized Multimedia Item and Key Frame Recommendation,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,University of Arizona,Microsoft Research (United Kingdom),Hefei University of Technology,,,,,,,,,,,,,,,,,,6.0,1.0
594,Simultaneous Prediction Intervals for Patient-Specific Survival Curves,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,,5.0,0.0
595,Quaternion Collaborative Filtering for Recommendation,UNSW Sydney,UNSW Sydney,Nanyang Technological University, Amazon Inc,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,4.0,0.0
596,ANODE: Unconditionally Accurate Memory-Efficient Gradients for Neural ODEs,"University of California, Berkeley","University of California, Berkeley",The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
597,Variation Generalized Feature Learning via Intra-view Variation Adaptation,Hong Kong Baptist University,Hong Kong Baptist University,Sun Yat-sen University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
598,Deep Cascade Generation on Point Sets,South China University of Technology,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
599,Learning to Interpret Satellite Images using Wikipedia,Stanford University,Stanford University,Stanford University,Stanford University,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,7.0,0.0
600,Legal Judgment Prediction via Multi-Perspective Bi-Feedback Network,Shanghai Jiao Tong University,University of Macau,Shanghai Jiao Tong University,University of Macau,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,6.0,0.0
601,Multi-View Multiple Clustering,Southwest University,Southwest University,King Abdullah University of Science and Technology,Southwest University,George Mason University,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,6.0,0.0
602,Regarding Jump Point Search and Subgoal Graphs,Monash University,University of Southern California,Monash University,University of Southern California,,,,,,,,,,,,,,,,,,,,,4.0,0.0
603,Resolution and Domination: An Improved Exact MaxSAT Algorithm,Central South University,Changsha University of Science and Technology,Central South University,Saarland University,Texas A&M University,Central South University,,,,,,,,,,,,,,,,,,,6.0,0.0
604,The Power of Context in Networks: Ideal Point Models with Social Interactions *,Bowdoin College,Bowdoin College,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
605,A Part Power Set Model for Scale-Free Person Retrieval,Xiamen University,Xiamen University,Peng Cheng Laboratory,Xi'an Jiaotong University,University of Oulu,Southern University of Science and Technology," Tencent Youtu Lab, Tencent Technology (Shanghai) Co., Ltd"," Tencent Youtu Lab, Tencent Technology (Shanghai) Co., Ltd"," Tencent Youtu Lab, Tencent Technology (Shanghai) Co., Ltd",,,,,,,,,,,,,,,,6.0,0.0
606,Discovering Regularities from Traditional Chinese Medicine Prescriptions via Bipartite Embedding Model,Fudan University," Zhejiang Lab, Hanghzou, Chin",Federation University,Victoria University,Fudan University," Zhejiang Lab, Hanghzou, Chin",Victoria University,Shanghai University of Traditional Chinese Medicine,,,,,,,,,,,,,,,,,6.0,0.0
607,Scaling Fine-grained Modularity Clustering for Massive Graphs,University of Tsukuba,University of Tsukuba,University of Tsukuba,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
608,Value Function Transfer for Deep Multi-Agent Reinforcement Learning Based on N -Step Returns,Nanjing University, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas,Nanjing University, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas,,,,,,,,,,,,,,,,,,,2.0,0.0
609,Graphical One-Sided Markets,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
610,On Finite and Unrestricted Query Entailment beyond SQ with Number Restrictions on Transitive Roles,University of Warsaw,Cardiff University,Cardiff University,University of Bremen,University of Warsaw,,,,,,,,,,,,,,,,,,,,5.0,0.0
611,DeepCU: Integrating both Common and Unique Latent Information for Multimodal Sentiment Analysis,University of Technology Sydney,Data61,Data61,Data61,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,5.0,0.0
612,Attributed Subspace Clustering,The University of Tokyo,The University of Tokyo,Bournemouth University,The University of Tokyo,Tianjin University,The University of Tokyo,,,,,,,,,,,,,,,,,,,6.0,0.0
613,Pedestrian Attribute Recognition by Joint Visual-semantic Reasoning and Knowledge Distillation,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences," CRIPAC & NLPR, CASI",University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,4.0,0.0
614,Beyond Product Quantization: Deep Progressive Quantization for Image Retrieval,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Zhejiang University,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,5.0,0.0
615,Inferring Substitutable Products with Deep Network Embedding,University of Queensland,University of Queensland,University of Queensland,University of Queensland,University of Queensland,Griffith University,,,,,,,,,,,,,,,,,,,6.0,0.0
616,"Counterfactual Fairness: Unidentification, Bound and Algorithm",University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
617,Controllable Neural Story Plot Generation via Reward Shaping,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,University of Kent,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,6.0,0.0
618,VulSniper: Focus Your Attention to Shoot Fine-Grained Vulnerabilities,University of Chinese Academy of Sciences,University of Science and Technology Beijing,University of Chinese Academy of Sciences,Institute of Software,Zhejiang University,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences, Beijing VuLab Technology Co.Lt,University of Chinese Academy of Sciences, Beijing VuLab Technology Co.Lt,University of Chinese Academy of Sciences,Institute of Software,,,,,,,,,,,,11.0,0.0
619,Feature Prioritization and Regularization Improve Standard Accuracy and Adversarial Robustness,EarthTech International (United States),EarthTech International (United States),,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
620,Approximate Manifold Regularization: Scalable Algorithm and Generalization Analysis,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,,,,,,,,,,6.0,0.0
621,Story Ending Prediction by Transferable BERT,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
622,Flexible Representative Democracy: An Introduction with Binary Issues,Rensselaer Polytechnic Institute,Tulane University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
623,Fairness Towards Groups of Agents in the Allocation of Indivisible Items,Laboratoire de Recherche en Informatique de Paris 6,National University of Singapore,University of Oxford,National University of Singapore,,,,,,,,,,,,,,,,,,,,,4.0,0.0
624,Monitoring of a Dynamic System Based on Autoencoders,Université Paris Cité,Université Paris Cité,Research Center in Industrial Technologies,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
625,Converging on Common Knowledge,University of Bamberg,University of Copenhagen,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
626,Strategyproof and Approximately Maxmin Fair Share Allocation of Chores *,Stony Brook University,University of Vienna,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
627,Node Embedding over Temporal Graphs,Technion – Israel Institute of Technology,East Bay Asian Youth Center,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
628,Dilated Convolution with Dilated GRU for Music Source Separation,Center for Innovation,Center for Innovation,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
629,ARMIN: Towards a More Efficient and Light-weight Recurrent Memory Network,Peking University,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,Peking University,Peking University,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,,,,,,,,,,,,,,11.0,0.0
630,Explaining Reinforcement Learning to Mere Mortals: An Empirical Study,Oregon State University,Oregon State University,Oregon State University,Oregon State University,Oregon State University,Oregon State University,Oregon State University,Oregon State University,Oregon State University,,,,,,,,,,,,,,,,9.0,0.0
