Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
312,Crowd Learning: Improving Online Decision Making Using Crowdsourced Data *,Harvard University,University of Michigan–Ann Arbor,,,,,,,,,,,,,,2.0,0.0
313,"Deterministic, Strategyproof, and Fair Cake Cutting",School of Computer Science University of Waterlo,School of Computer Science University of Waterlo,School of Computer Science University of Waterlo,,,,,,,,,,,,,2.0,0.0
314,Analogy-preserving Functions: A Way to Extend Boolean Samples,University of Lorraine,Université de Toulouse,Université de Toulouse,University of Technology Sydney,Université de Toulouse,British Institute of Technology and E-commerce,,,,,,,,,,6.0,0.0
315,Become Popular in SNS: Tag Recommendation using FolkPopularityRank to Enhance Social Popularity (Demonstration),The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,,,,,,,,,,,5.0,0.0
316,Inverse Covariance Estimation with Structured Groups,University of Minnesota,University of Minnesota,University of Minnesota,,,,,,,,,,,,,3.0,0.0
317,Learning Hedonic Games,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,2.0,0.0
318,Defending Against Man-In-The-Middle Attack in Repeated Games,Tianjin University,Tianjin University,Tianjin University,Nanyang Technological University,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,7.0,0.0
319,Depression Detection via Harvesting Social Media: A Multimodal Dictionary Learning Solution,Tsinghua University,Tsinghua University,Shandong University of Science and Technology,National University of Singapore,Tsinghua University,Beijing University of Posts and Telecommunications,National University of Singapore,Tsinghua University,,,,,,,,8.0,0.0
320,Temporal Sequences of Qualitative Information: Reasoning about the Topology of Constant-Size Moving Regions,"Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen",,,,,,,,,,,,,3.0,0.0
321,Making Cross Products and Guarded Ontology Languages Compatible,French National Centre for Scientific Research,TU Wien,University of Edinburgh,,,,,,,,,,,,,3.0,0.0
322,Concerning Referring Expressions in Query Answers *,"Rutgers, The State University of New Jersey",University of Waterloo,University of Waterloo,,,,,,,,,,,,,3.0,0.0
323,Attentional Factorization Machines: Learning the Weight of Feature Interactions via Attention Networks *,Zhejiang University,Zhejiang University,National University of Singapore,National University of Singapore,Zhejiang University,National University of Singapore,,,,,,,,,,6.0,0.0
324,On Gleaning Knowledge from Multiple Domains for Active Learning,Wuhan University,Wuhan University,Wuhan University,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,Wuhan University,Wuhan University,University of Sydney,,,,,,,,,7.0,0.0
325,Embedding-based Representation of Categorical Data by Hierarchical Value Coupling Learning,University of Technology Sydney,National University of Defense Technology,University of Technology Sydney,University of Technology Sydney,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,6.0,0.0
326,Bounding the Inefficiency of Compromise,University of Patras,Research Academic Computer Technology Institute,University of Patras,,,,,,,,,,,,,3.0,0.0
327,Online Roommate Allocation Problem *,Chinese University of Hong Kong,Nanyang Technological University,,,,,,,,,,,,,,2.0,0.0
328,Predicting the Quality of Short Narratives from Social Media,University of Massachusetts Boston,Walt Disney (United States),University of Massachusetts Boston,Walt Disney (United States),,,,,,,,,,,,2.0,2.0
329,Refinement of Intentions,Université de Toulouse,Western Sydney University,,,,,,,,,,,,,,2.0,0.0
330,On Querying Incomplete Information in Databases under Bag Semantics,University of Edinburgh,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,3.0,0.0
331,Distributed Accelerated Proximal Coordinate Gradient Methods,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,2.0,0.0
332,Improving Stochastic Block Models by Incorporating Power-Law Degree Characteristic,Hangzhou Dianzi University,Hangzhou Dianzi University,University of Technology,University of Technology,Hong Kong Polytechnic University,University of Sydney,,,,,,,,,,6.0,0.0
333,Ensuring Rapid Mixing and Low Bias for Asynchronous Gibbs Sampling,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,3.0,0.0
334,"A Verified SAT Solver Framework with Learn, Forget, Restart, and Incrementality",Vrije Universiteit Amsterdam,Max Planck Institute for Informatics,Max Planck Institute for Informatics,,,,,,,,,,,,,3.0,0.0
335,Ordinal Zero-Shot Learning,Southeast University,Southeast University,,,,,,,,,,,,,,2.0,0.0
336,Variational Deep Embedding: An Unsupervised and Generative Approach to Clustering,Beijing Institute of Technology," Tencent AI Lab, Shenzhen, Chin",Beijing Institute of Technology,LogicMill Technology (United States),LogicMill Technology (United States),,,,,,,,,,,2.0,2.0
337,Value Iteration Networks,University of Freiburg,Leiden University,University of British Columbia,University of Potsdam,,,,,,,,,,,,4.0,0.0
338,Efficient Private ERM for Smooth Objectives,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,4.0,0.0
339,LoCaTe: Influence Quantification for Location Promotion in Location-based Social Networks,Indraprastha Institute of Information Technology Delhi,"IBM-Research Lab, Delhi, Indi",,,,,,,,,,,,,,1.0,0.0
340,Multi-Stream Deep Similarity Learning Networks for Visual Tracking,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,4.0,0.0
341,Combining DL-Lite N bool with Branching Time: A gentle Marriage *,Cardiff University,University of Bremen,,,,,,,,,,,,,,2.0,0.0
342,Evaluating Market User Interfaces for Electric Vehicle Charging using Bid2Charge *,Imperial College London,University of Southampton,Jerusalem College of Technology,,,,,,,,,,,,,3.0,0.0
343,Radar: Residual Analysis for Anomaly Detection in Attributed Networks,Arizona State University,Arizona State University,Texas A&M University,Arizona State University,,,,,,,,,,,,4.0,0.0
344,An Improved Approximation Algorithm for the Subpath Planning Problem and Its Generalization,National Institute of Informatics,National Institute of Informatics,National Institute of Informatics,National Institute of Informatics,,,,,,,,,,,,4.0,0.0
345,Intelligent Belief State Sampling for Conformant Planning,Australian National University,Australian National University,Fondazione Bruno Kessler,,,,,,,,,,,,,3.0,0.0
346,Human-Centric Justification of Machine Learning Predictions,Columbia University,Columbia University,,,,,,,,,,,,,,2.0,0.0
347,Vertex-Weighted Hypergraph Learning for Multi-View Object Classification,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,6.0,0.0
348,Bayesian Dynamic Mode Decomposition,The University of Tokyo,SINTEF,The University of Tokyo,,,,,,,,,,,,,3.0,0.0
349,Synchronisation Games on Hypergraphs,Indian Institute of Technology Kanpur,University of Liverpool,,,,,,,,,,,,,,2.0,0.0
350,Smoothing Method for Approximate Extensive-Form Perfect Equilibrium,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,3.0,0.0
351,Incomplete Label Distribution Learning *,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
352,Joint Image Emotion Classification and Distribution Learning via Deep Convolutional Neural Network,Nankai University,Nankai University,Nankai University,,,,,,,,,,,,,3.0,0.0
353,High Dimensional Bayesian Optimization Using Dropout,Deakin University,Deakin University,Deakin University,Deakin University,Deakin University,Deakin University,,,,,,,,,,6.0,0.0
354,Earth Mover's Distance Pooling over Siamese LSTMs for Automatic Short Answer Grading,"Conduent Labs India, Bangalor",Indian Institute of Technology Bombay,,,,,,,,,,,,,,1.0,0.0
355,Learning and Applying Case Adaptation Rules for Classification: An Ensemble Approach,Indiana University,Indiana University,University of Houston,,,,,,,,,,,,,3.0,0.0
356,Self-Adjusting Memory: How to Deal with Diverse Drift Types,Bielefeld University,Bielefeld University,Honda Research Institute Europe,,,,,,,,,,,,,2.0,0.0
357,CFNN: Correlation Filter Neural Network for Visual Object Tracking,Zhejiang University,University of Massachusetts Amherst,Zhejiang University,Zhejiang University,,,,,,,,,,,,4.0,0.0
358,Lazy-Grounding for Answer Set Programs with External Source Access *,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,3.0,0.0
359,Belief Manipulation Through Propositional Announcements,"BC Institute of Technology Burnaby, Canad",École Normale Supérieure de Rennes,"BC Institute of Technology Burnaby, Canad",,,,,,,,,,,,,3.0,0.0
360,"Bayesian Network Structure Learning with Integer Programming: Polytopes, Facets and Complexity (Extended Abstract) *",University of York,University of Helsinki,Aalto University,University of York,University of Helsinki,,,,,,,,,,,5.0,0.0
361,Joint Training for Pivot-based Neural Machine Translation,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,5.0,0.0
362,A Trust-based Mixture of Gaussian Processes Model for Reliable Regression in Participatory Sensing,Nanyang Technological University,Nanyang Technological University,University of Oxford,,,,,,,,,,,,,3.0,0.0
363,Optimal Posted-Price Mechanism in Microtask Crowdsourcing,"Rolls-Royce@NTU Corporate Lab, School of Computer Science and Engineerin",Nanyang Technological University,,,,,,,,,,,,,,1.0,0.0
364,No Pizza for You: Value-based Plan Selection in BDI Agents,University of Otago,University of Otago,Utrecht University,,,,,,,,,,,,,3.0,0.0
365,Sequential Prediction of Social Media Popularity with Deep Temporal Context Networks,Institute of Computing Technology,University of Chinese Academy of Sciences,Academia Sinica,Institute of Computing Technology,University of Chinese Academy of Sciences,University of Surrey,Institute of Computing Technology,Microsoft Research (India),,,,,,,,7.0,1.0
366,Sequence Prediction with Unlabeled Data by Reward Function Learning *,Sun Yat-sen University,Microsoft Research Asia (China),Microsoft Research Asia (China),Sun Yat-sen University, Guangdong Key Laboratory of Information Security Technolog,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,2.0,4.0
367,Strong Inconsistency in Nonmonotonic Reasoning,Leipzig University,University of Koblenz and Landau,Leipzig University,,,,,,,,,,,,,3.0,0.0
368,An Algorithm for Constructing and Solving Imperfect Recall Abstractions of Large Extensive-Form Games,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,3.0,0.0
369,Accelerated Doubly Stochastic Gradient Algorithm for Large-scale Empirical Risk Minimization,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,4.0,0.0
370,Unified Representation and Lifted Sampling for Generative Models of Social Networks,Purdue University West Lafayette,Adolfo Ibáñez University,Purdue University West Lafayette,,,,,,,,,,,,,3.0,0.0
371,How to Keep a Knowledge Base Synchronized with Its Encyclopedia Source,Fudan University,Yueyang Hospital," Shanghai Internet Big Data Engineering Technology Research Center, Chin"," Xiaoi Research, Shanghai, Chin",,,,,,,,,,,,2.0,1.0
372,Limbo: A Reasoning System for Limited Belief (Demonstration),UNSW Sydney,,,,,,,,,,,,,,,1.0,0.0
373,Self-paced Mixture of Regressions,Beijing Institute of Technology,Northwestern Polytechnical University,Carnegie Mellon University,Carnegie Mellon University,Beijing Electronic Science and Technology Institute,Beijing Institute of Technology,Northwestern Polytechnical University,,,,,,,,,7.0,0.0
374,Understanding Users' Budgets for Recommendation with Hierarchical Poisson Factorization,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,4.0,0.0
375,Scalable Estimation of Dirichlet Process Mixture Models on Distributed Data,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
376,When Will Negotiation Agents Be Able to Represent Us? The Challenges and Opportunities for Autonomous Negotiators,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,University of Southampton,Delft University of Technology,University of Southern California,,,,,,,,,,,5.0,0.0
377,Efficient Inference and Computation of Optimal Alternatives for Preference Languages Based On Lexicographic Models,Insight,Insight,,,,,,,,,,,,,,2.0,0.0
378,Mining Convex Polygon Patterns with Formal Concept Analysis,University of Lyon System," Mobile Devices Ingenierie, 100 Avenue Stalingrad, 94800, Villejuif, Franc",National Research University Higher School of Economics,University of Lyon System,University of Lyon System,,,,,,,,,,,3.0,1.0
379,Efficient Optimal Search under Expensive Edge Cost Computation,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,,,,,,,,,,6.0,0.0
380,Learning to Identify Ambiguous and Misleading News Headlines,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,,2.0,0.0
381,Safe Inductions: An Algebraic Study *,"Department of Computer Science Celestijnenlaan 200A, Leuven, Belgiu","Department of Computer Science Celestijnenlaan 200A, Leuven, Belgiu","Department of Computer Science Celestijnenlaan 200A, Leuven, Belgiu","Department of Computer Science Celestijnenlaan 200A, Leuven, Belgiu",,,,,,,,,,,,3.0,0.0
382,Count-Based Exploration in Feature Space for Reinforcement Learning *,Australian National University,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,4.0,0.0
383,Self-Paced Multitask Learning with Shared Knowledge,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,2.0,0.0
384,Game Engine Learning from Video,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,3.0,0.0
385,On the Complexity and Expressiveness of Automated Planning Languages Supporting Temporal Reasoning,University of Udine,,,,,,,,,,,,,,,1.0,0.0
386,Understanding and Measuring Collective Intelligence Across Different Cognitive Systems: An Information-Theoretic Approach,Monash University,,,,,,,,,,,,,,,1.0,0.0
387,A Recursive Shortcut for CEGAR: Application to the Modal Logic K Satisfiability Problem,"CRIL, Univ. Artois and CNRS, F62300 Lens, Franc","CRIL, Univ. Artois and CNRS, F62300 Lens, Franc","CRIL, Univ. Artois and CNRS, F62300 Lens, Franc","CRIL, Univ. Artois and CNRS, F62300 Lens, Franc",,,,,,,,,,,,4.0,0.0
388,On the Kernelization of Global Constraints,University of Oxford,Université de Toulouse,,,,,,,,,,,,,,2.0,0.0
389,Robust Regression via Heuristic Hard Thresholding,Virginia Tech,George Mason University,United States Army Corps of Engineers,Virginia Tech,,,,,,,,,,,,4.0,0.0
390,Tensor Completion with Side Information: A Riemannian Manifold Approach,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,5.0,0.0
391,Towards Understanding the Invertibility of Convolutional Neural Networks,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,Google (United States),,,,,,,,,,5.0,1.0
392,Privileged Matrix Factorization for Collaborative Filtering,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,3.0,0.0
393,New Metrics and Algorithms for Stochastic Goal Recognition Design Problems *,New Mexico State University,New Mexico State University,New Mexico State University,,,,,,,,,,,,,3.0,0.0
394,Adaptive Elicitation of Preferences under Uncertainty in Sequential Decision Making Problems,Sorbonne University,French National Centre for Scientific Research," Place Jussieu, 75005 Paris, Franc",,,,,,,,,,,,,2.0,0.0
395,DeepFacade: A Deep Learning Approach to Facade Parsing,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Singapore Management University,,,,,,,,,,,5.0,0.0
396,Image Matching via Loopy RNN,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,4.0,0.0
397,Dominance and Optimisation Based on Scale-Invariant Maximum Margin Preference Learning,Insight,Insight,,,,,,,,,,,,,,2.0,0.0
398,Committee Scoring Rules: A Call to Arms *,AGH University of Science and Technology,,,,,,,,,,,,,,,1.0,0.0
399,Generating Models of a Matched Formula With a Polynomial Delay (Extended Abstract) *,Czech Academy of Sciences,Charles University,Research Institute for Artificial Intelligence,,,,,,,,,,,,,3.0,0.0
400,Inverted Bilingual Topic Models for Lexicon Extraction from Non-parallel Data,IBM Research - Tokyo,IBM Research - Tokyo,IBM Research - Tokyo,IBM Research - Tokyo,,,,,,,,,,,,4.0,0.0
401,Text Rewriting Improves Semantic Role Labeling (Extended Abstract) *,University of Edinburgh,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,2.0,0.0
402,Learning to Explain Entity Relationships by Pairwise Ranking with Convolutional Neural Networks,Harbin Institute of Technology,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,,,,,,,,,,6.0,0.0
403,From Neural Sentence Summarization to Headline Generation: A Coarse-to-Fine Approach,Institute of Computer Science,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,3.0,0.0
404,Adaptive Group Sparse Multi-task Learning via Trace Lasso,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,2.0,0.0
405,Efficiently Enforcing Path Consistency on Qualitative Constraint Networks by Use of Abstraction,Artois University,Artois University,,,,,,,,,,,,,,2.0,0.0
406,Induction of Interpretable Possibilistic Logic Theories from Relational Data,Cardiff University,KU Leuven,Cardiff University,,,,,,,,,,,,,3.0,0.0
407,DRLnet: Deep Difference Representation Learning Network and An Unsupervised Optimization Framework *,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,4.0,0.0
408,Efficient Inexact Proximal Gradient Algorithm for Nonconvex Problems,Microsoft Research Asia (China),Microsoft Research Asia (China),Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,2.0,2.0
409,Multi-Agent Planning with Baseline Regret Minimization,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,,,3.0,0.0
410,Stochastic Constraint Programming with And-Or Branch-and-Bound,KU Leuven,KU Leuven,Vrije Universiteit Brussel,KU Leuven,,,,,,,,,,,,4.0,0.0
411,Deep Optical Flow Estimation Via Multi-Scale Correspondence Structure Learning,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,4.0,0.0
412,Locality in Random SAT Instances *,Royal Institute of Technology,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,2.0,0.0
413,Object Recognition with and without Objects,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,,,3.0,0.0
414,Opinion-aware Knowledge Graph for Political Ideology Detection,Peking University,Peking University,Peking University,Carnegie Mellon University,Peking University,,,,,,,,,,,5.0,0.0
415,Nonparametric Online Machine Learning with Kernels,Deakin University,,,,,,,,,,,,,,,1.0,0.0
416,A General Notion of Equivalence for Abstract Argumentation *,Leipzig University,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,4.0,0.0
417,Nonlinear Hybrid Planning with Deep Net Learned Transition Models and Mixed-Integer Linear Programming,University of Toronto,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,,,4.0,0.0
418,Discovering Relevance-Dependent Bicluster Structure from Relational Data," Panasonic Corporation, Japa",Hokkaido University,Hokkaido University,Hokkaido University,,,,,,,,,,,,3.0,0.0
419,Obtaining High-Quality Label by Distinguishing between Easy and Hard Items in Crowdsourcing,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,5.0,0.0
420,Combining Knowledge with Deep Convolutional Neural Networks for Short Text Classification,"University of California, Los Angeles",Meta (United States),,,,,,,,,,,,,,1.0,1.0
421,Pure Nash Equilibria in Online Fair Division,UNSW Sydney,UNSW Sydney,,,,,,,,,,,,,,2.0,0.0
422,Pareto Optimal Allocation under Uncertain Preferences,Data61,University of Amsterdam,University of Bristol,,,,,,,,,,,,,3.0,0.0
423,Video Question Answering via Hierarchical Spatio-Temporal Attention Networks,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,5.0,0.0
424,Hierarchical Feature Selection with Recursive Regularization,Tianjin University,Zhangzhou Normal University,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,,,5.0,0.0
425,Personnel Scheduling as Satisfiability Modulo Theories,TU Wien,TU Wien,,,,,,,,,,,,,,2.0,0.0
426,An Improved Decision-DNNF Compiler,"CRIL, U. Artois & CNRS, F-62300 Lens, France","CRIL, U. Artois & CNRS, F-62300 Lens, France",,,,,,,,,,,,,,2.0,0.0
427,Securing and Scaling Cryptocurrencies,Hebrew University of Jerusalem,,,,,,,,,,,,,,,1.0,0.0
428,Curriculum Learning in Reinforcement Learning,The University of Texas at Austin,,,,,,,,,,,,,,,1.0,0.0
429,Joint Capped Norms Minimization for Robust Matrix Recovery,Northwestern Polytechnical University,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,,,3.0,0.0
430,Cross-Domain Recommendation: An Embedding and Mapping Approach, {CAS Key Laboratory of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, {CAS Key Laboratory of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, {CAS Key Laboratory of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, {CAS Key Laboratory of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,4.0,0.0
431,Improved Neural Machine Translation with Source Syntax,Harbin Institute of Technology,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,,,1.0,2.0
432,Segmenting Chinese Microtext: Joint Informal-Word Detection and Segmentation with Neural Networks,Heilongjiang University,Heilongjiang University,Heilongjiang University,,,,,,,,,,,,,3.0,0.0
433,A Unifying Framework for Probabilistic Belief Revision,Griffith University,Simon Fraser University,Macquarie University,Griffith University,,,,,,,,,,,,4.0,0.0
434,Proposing a Highly Accurate Hybrid Component-Based Factorised Preference Model in Recommender Systems,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,,,,,,,,,,,,,3.0,0.0
435,Coarse-to-Fine Lifted MAP Inference in Computer Vision,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,,,,,,,,,,,,,3.0,0.0
436,Angle Principal Component Analysis,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,5.0,0.0
437,A Density-Based Nonparametric Model for Online Event Discovery from the Social Media Data,University of Macau,University of Macau,,,,,,,,,,,,,,2.0,0.0
438,Category-aware Next Point-of-Interest Recommendation via Listwise Bayesian Personalized Ranking,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,,4.0,0.0
439,Efficient Computation of Extensions for Dynamic Abstract Argumentation Frameworks: An Incremental Approach,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,3.0,0.0
440,Robots in Retirement Homes: Applying Off-the-Shelf Planning and Scheduling to a Team of Assistive Robots (Extended Abstract) *,University of Toronto,Massachusetts Institute of Technology,University of Toronto,University of Toronto,,,,,,,,,,,,4.0,0.0
441,Logic meets Probability: Towards Explainable AI Systems for Uncertain Worlds *,University of Edinburgh,,,,,,,,,,,,,,,1.0,0.0
442,JM-Net and Cluster-SVM for Aerial Scene Classification,Optica,Xi’an University of Posts and Telecommunications,Chinese Academy of Sciences,Optica,Xi’an University of Posts and Telecommunications,Chinese Academy of Sciences,Optica,Xi’an University of Posts and Telecommunications,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,10.0,0.0
443,Learning Concise Representations of Users' Influences through Online Behaviors, CAS Key Laboratory of Network Data Science & Technolog,Institute of Computing Technology,Fuzhou University, CAS Key Laboratory of Network Data Science & Technolog,Institute of Computing Technology, CAS Key Laboratory of Network Data Science & Technolog,Institute of Computing Technology,Fuzhou University,,,,,,,,5.0,0.0
444,Hashtag Recommendation for Multimodal Microblog Using Co-Attention Network,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,5.0,0.0
445,Maintaining Communication in Multi-Robot Tree Coverage *,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,Weizmann Institute of Science,,,,,,,,,,,5.0,0.0
446,Bridging the Gap between Observation and Decision Making: Goal Recognition and Flexible Resource Allocation in Dynamic Network Interdiction *,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,5.0,0.0
447,Relaxed ∃-Step Plans in Planning as SMT,University of Girona,University of Girona,University of Girona,,,,,,,,,,,,,3.0,0.0
448,Collaborative Rating Allocation,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,3.0,0.0
449,Dynamic Multi-Task Learning with Convolutional Neural Network,Shanghai University,Shanghai University,China Aerospace Science and Industry Corporation (China),China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),Huazhong University of Science and Technology,,,,,,,,5.0,0.0
450,"A Random Model for Argumentation Framework: Phase Transitions, Empirical Hardness, and Heuristics",University of British Columbia,,,,,,,,,,,,,,,1.0,0.0
451,Score Aggregation via Spectral Method *,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,2.0,0.0
452,DeepFM: A Factorization-Machine based Neural Network for CTR Prediction,Harbin Institute of Technology," Noah's Ark Research Lab, Huawei, Chin",Harbin Institute of Technology," Noah's Ark Research Lab, Huawei, Chin"," Noah's Ark Research Lab, Huawei, Chin","Noah's Ark Research Lab, Huawei",,,,,,,,,,2.0,0.0
453,Learning Co-Substructures by Kernel Dependence Maximization,Tohoku University,The Institute of Statistical Mathematics,Tohoku University,Tohoku University,Tohoku University,,,,,,,,,,,5.0,0.0
454,Fast Stochastic Variance Reduced ADMM for Stochastic Composition Optimization,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,2.0,0.0
455,COG-DICE: An Algorithm for Solving Continuous-Observation Dec-POMDPs,University of New Hampshire at Manchester,"College of Computer and Information Science Northeastern University Boston, MA 0211",,,,,,,,,,,,,,1.0,0.0
456,Contract Design for Energy Demand Response,Technion – Israel Institute of Technology,Harvard University,Heriot-Watt University,,,,,,,,,,,,,3.0,0.0
457,Conflict-driven ASP Solving with External Sources and Program Splits,TU Wien,,,,,,,,,,,,,,,1.0,0.0
458,Finding Prototypes of Answers for Improving Answer Sentence Selection,National Institute of Informatics,National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI"," Livesense Inc., Japa",National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",,,,,,,,7.0,0.0
459,Dynamic Compositional Neural Networks over Tree Structure,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,3.0,0.0
460,Improved Strong Worst-case Upper Bounds for MDP Planning,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,,,,,,,,,,,,,,2.0,0.0
461,Parameterised Verification of Data-aware Multi-agent Systems,"Laboratoire IBISC, UEVE IRIT Toulouse, Franc",University of Naples Federico II,"Department of Computing Imperial College London, U",,,,,,,,,,,,,3.0,0.0
462,Single-Image 3D Scene Parsing Using Geometric Commonsense,"University of California, Los Angeles",San Diego State University,"University of California, Los Angeles",,,,,,,,,,,,,3.0,0.0
463,Scaling Active Search using Linear Similarity Functions,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,4.0,0.0
464,Multiple Medoids based Multi-view Relational Fuzzy Clustering with Minimax Optimization,"Agency for Science, Technology and Research",Nanyang Technological University,"Agency for Science, Technology and Research",,,,,,,,,,,,,3.0,0.0
465,Handling Noise in Boolean Matrix Factorization *,"Palacký University, Olomouc","Palacký University, Olomouc",,,,,,,,,,,,,,2.0,0.0
466,Additive Merge-and-Shrink Heuristics for Diverse Action Costs,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,3.0,0.0
467,Temporal Planning with Clock-Based SMT Encodings,Aalto University,,,,,,,,,,,,,,,1.0,0.0
468,Reformulating Queries: Theory and Practice,University of Oxford,University of Oxford,University of Oxford,The Alan Turing Institute,University of Oxford,,,,,,,,,,,5.0,0.0
469,Modeling Physicians' Utterances to Explore Diagnostic Decision-making,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,4.0,0.0
