Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
428,Building Ethics into Artificial Intelligence,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,University of British Columbia,University of Massachusetts Amherst,Hong Kong University of Science and Technology,,14.0,0.0
429,Possibilistic ASP Base Revision by Certain Input,University of Angers,University of Angers,Aix-Marseille University,University of Angers,Aix-Marseille University,,,,,,,,,,,5.0,0.0
430,A Study of Argumentative Characterisations of Preferred Subtheories,University of Milan,King's College London,,,,,,,,,,,,,,2.0,0.0
431,Scheduling under Uncertainty: A Query-based Approach,Laboratoire de Recherche en Informatique de Paris 6,Laboratoire de Recherche en Informatique de Paris 6,Sobolev Institute of Mathematics,Novosibirsk State University,Laboratoire de Recherche en Informatique de Paris 6,Grenoble Institute of Technology,Laboratoire de Recherche en Informatique de Paris 6,,,,,,,,,7.0,0.0
432,Computational Approaches for Stochastic Shortest Path on Succinct MDPs,Shanghai Jiao Tong University,Ferdowsi University of Mashhad,,,,,,,,,,,,,,2.0,0.0
433,Restricted Communication in Online Multi-Robot Exploration,University of Minnesota,,,,,,,,,,,,,,,1.0,0.0
434,Identifying Differences in Social Responsiveness among Preschoolers Interacting with or Watching Social Robots,"Department of Computer Science and Engineering, University of Minnesot",,,,,,,,,,,,,,,1.0,0.0
435,Boosting MCSes Enumeration,Artois University,Artois University,Artois University,,,,,,,,,,,,,3.0,0.0
436,Back to Basics: Benchmarking Canonical Evolution Strategies for Playing Atari,University of Freiburg,University of Freiburg,University of Freiburg,,,,,,,,,,,,,3.0,0.0
437,Translating Embeddings for Knowledge Graph Completion with Relation Attention Mechanism,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,10.0,0.0
438,Aspect Term Extraction with History Attention and Selective Transformation *,Chinese University of Hong Kong," Tencent AI Lab, Shenzhen, Chin",Chinese University of Hong Kong,Chinese University of Hong Kong,Northeastern University,,,,,,,,,,,3.0,1.0
439,H-Net: Neural Network for Cross-domain Image Patch Matching,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,University of Waterloo,,,,,,,,,7.0,0.0
440,Learning with Adaptive Neighbors for Image Clustering,Xidian University,Xidian University,Beihang University,Xidian University,,,,,,,,,,,,4.0,0.0
441,Hierarchical Active Learning with Group Proportion Feedback,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,2.0,0.0
442,Globally Optimized Mutual Influence Aware Ranking in E-Commerce Search,Alibaba Group Holding Limite,Alibaba Group Holding Limite,Alibaba Group Holding Limite,Alibaba Group Holding Limite,,,,,,,,,,,,4.0,0.0
443,The Intricacies of Three-Valued Extensional Semantics for Higher-Order Logic Programs *,National and Kapodistrian University of Athens,National and Kapodistrian University of Athens,,,,,,,,,,,,,,2.0,0.0
444,An Empirical Study of Branching Heuristics through the Lens of Global Learning Rate *,University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,,5.0,0.0
445,Cross-Modality Person Re-Identification with Generative Adversarial Training,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,,,,,,,9.0,0.0
446,Socially Motivated Partial Cooperation in Multi-agent Local Search,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,3.0,0.0
447,Hashtag2Vec: Learning Hashtag Representation with Relational Hierarchical Embedding Model,Nankai University,Nankai University,Nankai University,,,,,,,,,,,,,3.0,0.0
448,Power-law Distribution Aware Trust Prediction,Beijing University of Posts and Telecommunications,Tsinghua University,Tsinghua University,The University of Tokyo,Tsinghua University,Tsinghua University,,,,,,,,,,6.0,0.0
449,First-Order Rewritability of Frontier-Guarded Ontology-Mediated Queries,University of Chile,Institute of Information and Computational Technologies,University of Bremen,University of Edinburgh,,,,,,,,,,,,3.0,0.0
450,Cross-Domain Depression Detection via Harvesting Social Media,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Beijing Information Science & Technology University,National University of Singapore,Tsinghua University,Beijing Information Science & Technology University,National University of Singapore,Tsinghua University,Beijing Information Science & Technology University,University of Southampton,National University of Singapore,University of Southampton,15.0,0.0
451,Transition-based Adversarial Network for Cross-lingual Aspect Extraction,Nanyang Technological University," SAP Innovation Center, Singapor",Nanyang Technological University,,,,,,,,,,,,,2.0,0.0
452,Learning Tag Dependencies for Sequence Tagging,Dublin City University,Dublin City University,Dublin City University,Dublin City University,Dublin City University,,,,,,,,,,,5.0,0.0
453,Using Contextual Bandits with Behavioral Constraints for Constrained Online Movie Recommendation,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,4.0,0.0
454,Digitalized Cognitive Assessment Mediated by a Virtual Caregiver,University of Milan,University of Plymouth,Politecnico di Milano,University of Milan,University of Plymouth,University of Plymouth,Politecnico di Milano,University of Milan,,,,,,,,8.0,0.0
455,Self-weighted Multiple Kernel Learning for Graph-based Clustering and Semi-supervised Classification,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China," JD AI Research, Beijing 100101, Chin",University of Electronic Science and Technology of China,,,,,,,,,,,,3.0,1.0
456,Unsupervised Disentangled Representation Learning with Analogical Relations,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,3.0,0.0
457,A Multi-task Learning Approach for Image Captioning,Shenzhen Institutes of Advanced Technology, Tencent Inc,Pennsylvania State University,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,Zhejiang University,Toyota Technological Institute at Chicago,Shenzhen Institutes of Advanced Technology,,,,,,,,7.0,0.0
458,Translation-based Recommendation: A Scalable Method for Modeling Sequential Behavior,"University of California, San Diego","University of California, San Diego","University of California, San Diego",,,,,,,,,,,,,3.0,0.0
459,TensorCast: Forecasting Time-Evolving Networks with Contextual Information,University of Porto,Carnegie Mellon University,University of Porto,Carnegie Mellon University,,,,,,,,,,,,4.0,0.0
460,Approximating Word Ranking and Negative Sampling for Word Embedding,Northeastern University,Northeastern University,University of Glasgow,Northeastern University,,,,,,,,,,,,4.0,0.0
461,Importance Sampling for Fair Policy Selection *,Carnegie Mellon University,Stanford University,University of Massachusetts Amherst,Stanford University,,,,,,,,,,,,4.0,0.0
462,Attention-Fused Deep Matching Network for Natural Language Inference,Harbin Institute of Technology,Microsoft Research Asia (China),Fudan University,Microsoft Research Asia (China),Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,4.0,2.0
463,Learning to Give Feedback: Modeling Attributes Affecting Argument Persuasiveness in Student Essays,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,4.0,0.0
464,Z-Transforms and its Inference on Partially Observable Point Processes,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,4.0,0.0
465,Classification Transfer for Qualitative Reasoning Problems,TU Dresden,Linköping University,Durham University,TU Dresden,,,,,,,,,,,,4.0,0.0
466,Salient Object Detection by Lossless Feature Reflection,Dalian University of Technology,University of Adelaide,Shanghai Jiao Tong University,University of Adelaide,Dalian University of Technology,University of Adelaide,,,,,,,,,,6.0,0.0
467,Predicting Activity and Location with Multi-task Context Aware Recurrent Neural Network,University of Science and Technology of China,Microsoft Research Asia (China),Meta (United States),University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,3.0,2.0
468,DELF: A Dual-Embedding based Deep Latent Factor Model for Recommendation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,4.0,0.0
469,The Price of Usability: Designing Operationalizable Strategies for Security Games,University of Southern California,University of Twente,University of Southern California,University of Southern California,University of Michigan–Ann Arbor,University of Southern California,,,,,,,,,,6.0,0.0
470,Budget-feasible Procurement Mechanisms in Two-sided Markets,Southeast University,Southeast University,University of Hong Kong,,,,,,,,,,,,,3.0,0.0
471,ANOMALOUS: A Joint Modeling Approach for Anomaly Detection on Attributed Networks,Xi'an Jiaotong University,Xi'an Jiaotong University,Arizona State University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,6.0,0.0
472,Scanpath Prediction for Visual Attention using IOR-ROI LSTM,Wuhan University,Wuhan University,,,,,,,,,,,,,,2.0,0.0
473,Spatio-Temporal Graph Convolutional Networks: A Deep Learning Framework for Traffic Forecasting,Peking University,Peking University,Peking University,Peking University,Beijing Institute of Big Data Research,,,,,,,,,,,5.0,0.0
474,NeuRec: On Nonlinear Transformation for Personalized Ranking,UNSW Sydney,UNSW Sydney,Nanyang Technological University,Griffith University,University of Technology,UNSW Sydney,,,,,,,,,,6.0,0.0
475,Operator Counting Heuristics for Probabilistic Planning,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,3.0,0.0
476,Nonrigid Points Alignment with Soft-weighted Selection *,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University, Unmanned System Research Institute (USRI),Northwestern Polytechnical University,,,,,,,,,,,3.0,0.0
477,Co-attention CNNs for Unsupervised Object Co-segmentation,Academia Sinica,National Taiwan University,Academia Sinica,Academia Sinica,National Taiwan University,,,,,,,,,,,5.0,0.0
478,CAGAN: Consistent Adversarial Training Enhanced GANs,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,5.0,0.0
479,Spatio-Temporal Check-in Time Prediction with Recurrent Neural Network based Survival Analysis *,Iowa State University,Virginia Tech,,,,,,,,,,,,,,2.0,0.0
480,Label Enhancement for Label Distribution Learning,China Medical University,Southeast University,Southeast University,China Medical University,Southeast University,,,,,,,,,,,5.0,0.0
481,Reasoning about Consensus when Opinions Diffuse through Majority Dynamics,University of Salerno,University of Salerno,University of Calabria,,,,,,,,,,,,,3.0,0.0
482,Managing Communication Costs under Temporal Uncertainty,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,4.0,0.0
483,A Joint Learning Approach to Intelligent Job Interview Assessment,Scalable Network Technologies (United States), Baidu Talent Intelligence Center, Baidu Talent Intelligence Center, Baidu Talent Intelligence Center,Scalable Network Technologies (United States), Baidu Talent Intelligence Center, Baidu Talent Intelligence Center,Scalable Network Technologies (United States), Baidu Talent Intelligence Center,Baidu (China),National Engineering Laboratory of Deep Learning Technology and Application,,,,,1.0,4.0
484,Hierarchical Electricity Time Series Forecasting for Integrating Consumption Patterns Analysis and Aggregation Consistency,Fudan University,Fudan University,Fudan University," State Grid Shanghai Municipal Electric Power Company, Shanghai, Chin",Fudan University,Fudan University,,,,,,,,,,5.0,0.0
485,Deep View-Aware Metric Learning for Person Re-Identification,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,3.0,0.0
486,Siamese CNN-BiLSTM Architecture for 3D Shape Representation Learning, NYU Multimedia and Visual Computing La,New York University Abu Dhabi," Dept. of CSE, NYU Tandon School of Engineering, US", NYU Multimedia and Visual Computing La,New York University Abu Dhabi, NYU Multimedia and Visual Computing La,New York University Abu Dhabi," Dept. of ECE, NYU Tandon School of Engineering, US",,,,,,,,3.0,0.0
487,Counterexample-Driven Genetic Programming: Stochastic Synthesis of Provably Correct Programs *,Poznań University of Technology,Poznań University of Technology,University of York,Queen Mary University of London,,,,,,,,,,,,4.0,0.0
488,Multi-Objective Optimization Through Pareto Minimal Correction Subsets *,University of Lisbon,University of Lisbon,University of Lisbon,,,,,,,,,,,,,3.0,0.0
489,Interactive Optimal Teaching with Unknown Learners,University of Lisbon,University of Lisbon,University of Lisbon,,,,,,,,,,,,,3.0,0.0
490,Exploiting Graph Regularized Multi-dimensional Hawkes Processes for Modeling Events with Spatio-temporal Characteristics,Rutgers University–Newark," NEC Labs America, Princeton, NJ, US"," NEC Labs America, Princeton, NJ, US",,,,,,,,,,,,,3.0,0.0
491,Constructing Narrative Event Evolutionary Graph for Script Event Prediction,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,4.0,0.0
492,A Hierarchical End-to-End Model for Jointly Improving Text Summarization and Sentiment Classification,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,4.0,0.0
493,Accelerated Difference of Convex functions Algorithm and its Application to Sparse Binary Logistic Regression,University of Lorraine,University of Lorraine,University of Lorraine,University of Lorraine,,,,,,,,,,,,4.0,0.0
494,DMC: A Distributed Model Counter,Artois University,Artois University,Institut Universitaire de France,Artois University,,,,,,,,,,,,4.0,0.0
495,Optimal Multi-Attribute Decision Making in Social Choice Problems,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,1.0,0.0
496,Towards Sample Efficient Reinforcement Learning *,Nanjing University,,,,,,,,,,,,,,,1.0,0.0
497,"Local Minima, Heavy Tails, and Search Effort for GBFS",University of Toronto,University of Toronto,,,,,,,,,,,,,,2.0,0.0
498,Phrase Table as Recommendation Memory for Neural Machine Translation,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Beijing Advanced Sciences and Innovation Center,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,10.0,0.0
499,Improving Maximum Likelihood Estimation of Temporal Point Process via Discriminative and Adversarial Learning,Shanghai Jiao Tong University,East China Normal University,East China Normal University,University of Electronic Science and Technology of China,East China Normal University,,,,,,,,,,,5.0,0.0
500,Exploiting Justifications for Lazy Grounding of Answer Set Programs *,Aalto University,"Department of Computer Science, Celestijnenlaan 200A, Leuven, Belgiu",,,,,,,,,,,,,,2.0,0.0
501,Reverse Engineering Queries in Ontology-Enriched Systems: The Case of Expressive Horn Description Logic Ontologies,Cardiff University,University of Bremen,University of Bremen,,,,,,,,,,,,,3.0,0.0
502,Egalitarian Committee Scoring Rules,UNSW Sydney,AGH University of Science and Technology,"University of California, Irvine",University of Auckland,Ben-Gurion University of the Negev,,,,,,,,,,,5.0,0.0
503,Dynamic Dependency Awareness for QBF *,University of Leeds,University of Leeds,,,,,,,,,,,,,,2.0,0.0
504,A Model of Distributed Query Computation in Client-Server Scenarios on the Semantic Web *,Linköping University,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Millennium Institute,,,,,,,,,,,,2.0,0.0
505,Deep Joint Semantic-Embedding Hashing,Xidian University,Xidian University,Xidian University,Beihang University,Xidian University,,,,,,,,,,,5.0,0.0
506,Open Loop Execution of Tree-Search Algorithms," ONERA -The French Aerospace Lab, Toulouse, Franc",Université de Toulouse," ONERA -The French Aerospace Lab, Toulouse, Franc"," ONERA -The French Aerospace Lab, Toulouse, Franc",Université de Toulouse,,,,,,,,,,,2.0,0.0
507,TuringBox: An Experimental Platform for the Evaluation of AI Systems,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,10.0,0.0
508,Instructing Novice Users on How to Use Tools in DIY Projects,University of Ulm,University of Ulm,University of Ulm,University of Ulm,University of Ulm,Stellenbosch University,University of Ulm,University of Ulm,University of Ulm,,,,,,,9.0,0.0
509,Deep Reinforcement Learning in Ice Hockey for Context-Aware Player Evaluation,Simon Fraser University,Simon Fraser University,,,,,,,,,,,,,,2.0,0.0
510,Ensemble Neural Relation Extraction with Adaptive Boosting,University of Southern California,Nanjing University of Aeronautics and Astronautics,Beihang University,,,,,,,,,,,,,3.0,0.0
511,Transformable Convolutional Neural Network for Text Classification,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,9.0,0.0
512,Recurrent Deep Multiagent Q-Learning for Autonomous Brokers in Smart Grid,Tianjin University,Tianjin University,Imperial College London,Tianjin University," NetEase, Inc",Imperial College London,,,,,,,,,,5.0,0.0
513,Synthesizing Pattern Programs from Examples,Korea University,Korea University,,,,,,,,,,,,,,2.0,0.0
514,Query Answering in Propositional Circumscription,University of Calabria,,,,,,,,,,,,,,,1.0,0.0
515,Designing the Game to Play: Optimizing Payoff Structure in Security Games,Swarthmore College,Carnegie Mellon University,University of Southampton,World Wide Fund for Nature,Carnegie Mellon University,,,,,,,,,,,5.0,0.0
516,Dynamically Forming a Group of Human Forecasters and Machine Forecaster for Forecasting Economic Indicators,Kyoto University,Kyoto University,,,,,,,,,,,,,,2.0,0.0
517,Actual Causality in a Logical Setting,Holon Institute of Technology,,,,,,,,,,,,,,,1.0,0.0
518,Recurrent Collaborative Filtering for Unifying General and Sequential Recommender,Zhejiang University,Zhejiang University, MIT Laboratory for Financial Engineerin,Macquarie University,,,,,,,,,,,,4.0,0.0
519,Discrete Interventions in Hawkes Processes with Applications in Invasive Species Management,Georgia Institute of Technology,Georgia Institute of Technology,University of Southern California,Georgia Institute of Technology,,,,,,,,,,,,4.0,0.0
520,Towards Reading Comprehension for Long Documents,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,4.0,0.0
521,Multi-Sensor Mobile Platform for the Recognition of Activities of Daily Living and their Environments based on Artificial Neural Networks,University of Beira Interior," Altranportugal, Lisbon, Portuga",University of Beira Interior,University of Beira Interior,University of Beira Interior,University of Alicante,,,,,,,,,,4.0,0.0
522,Distortion-aware CNNs for Spherical Images,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Science and Technology of China,,,,12.0,0.0
523,DehazeGAN: When Image Dehazing Meets Differential Programming,Institute for Infocomm Research,Sichuan University,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,,,,,,,,,,,5.0,0.0
524,Mitigating the Effect of Out-of-Vocabulary Entity Pairs in Matrix Factorization for KB Inference,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Bombay,,,,,,,,,,,,4.0,0.0
525,Improving Low Resource Named Entity Recognition using Cross-lingual Knowledge Transfer,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,5.0,0.0
526,Game Description Language and Dynamic Epistemic Logic Compared,University of Freiburg,University of Freiburg,University of Freiburg,UNSW Sydney,,,,,,,,,,,,4.0,0.0
527,Non-decreasing Payment Rules for Combinatorial Auctions,University of Zurich,École Polytechnique Fédérale de Lausanne,University of Zurich,,,,,,,,,,,,,3.0,0.0
528,"Features, Projections, and Representation Change for Generalized Planning",Simón Bolívar University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,,,,2.0,0.0
529,De-Biasing Covariance-Regularized Discriminant Analysis,Ministry of Education of the People's Republic of China,National Engineering Laboratory of Deep Learning Technology and Application,University of Connecticut,Ministry of Education of the People's Republic of China,Missouri University of Science and Technology,Missouri University of Science and Technology,Ministry of Education of the People's Republic of China,Missouri University of Science and Technology,Missouri University of Science and Technology,,,,,,,9.0,0.0
530,A Unified Approach for Multi-step Temporal-Difference Learning with Eligibility Traces in Reinforcement Learning,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,5.0,0.0
531,The FastMap Algorithm for Shortest Path Computations,University of Southern California,University of Southern California,"University of California, Irvine",University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,6.0,0.0
532,Intelligent Decision Support in Human Team Planning,Massachusetts Institute of Technology,,,,,,,,,,,,,,,1.0,0.0
533,Learning Out-of-Vocabulary Words in Intelligent Personal Agents,"Samsung Research America, Mountain View, California, US","Samsung Research America, Mountain View, California, US","Samsung Research America, Mountain View, California, US",,,,,,,,,,,,,3.0,0.0
534,StackDRL: Stacked Deep Reinforcement Learning for Fine-grained Visual Categorization,Peking University,Peking University,Peking University,,,,,,,,,,,,,3.0,0.0
535,Deep Attribute Guided Representation for Heterogeneous Face Recognition,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,5.0,0.0
536,A Local Algorithm for Product Return Prediction in E-Commerce,IBM Research - Thomas J. Watson Research Center," Three Bridges Capital, New York, N",Arizona State University,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,4.0,0.0
537,3-in-1 Correlated Embedding via Adaptive Exploration of the Structure and Semantic Subspaces,Hebei University,Institute of Information Engineering,Institute of Information Engineering,Tianjin University of Science and Technology,Institute for Infocomm Research,Institute of Information Engineering,,,,,,,,,,5.0,0.0
538,Topic-to-Essay Generation with Neural Networks,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,6.0,0.0
539,Goal-Oriented Chatbot Dialog Management Bootstrapping with Transfer Learning,École Polytechnique Fédérale de Lausanne, Artificial Intelligence Group -Swisscom A, Artificial Intelligence Group -Swisscom A, Artificial Intelligence Group -Swisscom A,,,,,,,,,,,,1.0,0.0
540,A Framework for Constraint Based Local Search using ESSENCE,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,,,,,,10.0,0.0
541,Hi-Fi: Hierarchical Feature Integration for Skeleton Detection,Nankai University,Shanghai University,Nankai University,Shanghai University,Nankai University,,,,,,,,,,,5.0,0.0
542,Semantic Representation of Data Science Programs,Stanford University,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,5.0,0.0
543,Aspect-Level Deep Collaborative Filtering via Heterogeneous Information Networks,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Nanjing University of Aeronautics and Astronautics,University of Illinois at Chicago,University of Washington,Beijing University of Posts and Telecommunications,,,,,,,,,,6.0,0.0
544,Improving Implicit Recommender Systems with View Data,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,National University of Singapore,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,National University of Singapore,Research Organization for Information Science and Technology,Tsinghua University, Beibei In,,,8.0,1.0
545,Text Emotion Distribution Learning via Multi-Task Convolutional Neural Network,Civil Aviation University of China,Civil Aviation University of China,Nankai University,Nankai University,Nankai University,Nanjing University of Aeronautics and Astronautics,Nankai University,,,,,,,,,7.0,0.0
546,Goal-Based Collective Decisions: Axiomatics and Computational Complexity,Université de Toulouse,Université de Toulouse,Toulouse Institute of Computer Science Research,Toulouse Institute of Computer Science Research,,,,,,,,,,,,4.0,0.0
547,Ex-post IR Dynamic Auctions with Cost-per-action Payments,Tsinghua University,Shanghai University,Tsinghua University,,,,,,,,,,,,,3.0,0.0
548,Inconsistency-Tolerant Ontology-Based Data Access Revisited: Taking Mappings into Account,French National Centre for Scientific Research,French Institute for Research in Computer Science and Automation,,,,,,,,,,,,,,2.0,0.0
549,Biharmonic Distance Related Centrality for Edges in Weighted Networks,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,8.0,0.0
550,A Deep Framework for Cross-Domain and Cross-System Recommendations,Macquarie University,Macquarie University,University of Antwerp,Macquarie University,Macquarie University,Macquarie University,,,,,,,,,,6.0,0.0
551,When Image Denoising Meets High-Level Vision Tasks: A Deep Learning Approach,University of Illinois Urbana-Champaign,University of Reading,University of Illinois Urbana-Champaign,University of Reading,Meta (United States),Texas A&M University,University of Illinois Urbana-Champaign,University of Reading,University of Reading,,,,,,,8.0,1.0
552,Harnessing Synthesized Abstraction Images to Improve Facial Attribute Recognition,Fudan University,Fudan University,Shanghai Jiao Tong University,Tencent (China),Fudan University,Tencent (China),Fudan University,,,,,,,,,5.0,2.0
553,Inferring Temporal Knowledge for Near-Periodic Recurrent Events,Indian Institute of Technology Delhi,IBM Research - India,Stanford University,Indian Institute of Technology Delhi,,,,,,,,,,,,4.0,0.0
554,Anytime Focal Search with Applications,University of Southern California,University of Florida,University of Southern California,University of Florida,Ben-Gurion University of the Negev,University of Southern California,University of Southern California,,,,,,,,,7.0,0.0
555,Optimal Multi-robot Task Planning: from Synthesis to Execution (and Back),RWTH Aachen University,University of Genoa,,,,,,,,,,,,,,2.0,0.0
556,Variable-Delay Controllability,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,3.0,0.0
557,Bandit Online Learning on Graphs via Adaptive Optimization,King Abdullah University of Science and Technology,China University of Technology," Tencent AI Lab, Chin",King Abdullah University of Science and Technology,,,,,,,,,,,,3.0,0.0
558,Multi-Label Co-Training *,Southwest University,Southwest University,George Mason University,Southwest University,Southwest University,Deakin University,,,,,,,,,,6.0,0.0
559,Probabilistic Bipolar Abstract Argumentation Frameworks: Complexity Results,Institute for High Performance Computing and Networking,University of Calabria,University of Calabria,,,,,,,,,,,,,3.0,0.0
560,Language to Action: Towards Interactive Task Learning with Physical Agents,Michigan State University,Michigan State University,Microsoft (United States),Michigan State University,Michigan State University,Michigan State University,,,,,,,,,,5.0,1.0
561,Big City vs. the Great Outdoors: Voter Distribution and How it Affects Gerrymandering,University of Toronto,Ben-Gurion University of the Negev,University of Toronto,University of Toronto,,,,,,,,,,,,4.0,0.0
562,Computing Approximate Query Answers over Inconsistent Knowledge Bases,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,3.0,0.0
563,Fast Compliance Checking in an OWL2 Fragment,University of Naples Federico II,,,,,,,,,,,,,,,1.0,0.0
564,Truthful Fair Division without Free Disposal,Nanyang Technological University,Nanyang Technological University,Stanford University,,,,,,,,,,,,,3.0,0.0
565,Neural Networks Incorporating Unlabeled and Partially-labeled Data for Cross-domain Chinese Word Segmentation,Fudan University,"Shanghai Key Laboratory of Intelligent Information Processing, Shanghai, Chin",,,,,,,,,,,,,,4.0,0.0
566,Analyzing Tie-Breaking Strategies for the A * Algorithm,University of Basel,Federal University of Rio Grande do Sul,Federal University of Rio Grande do Sul,,,,,,,,,,,,,3.0,0.0
567,PredCNN: Predictive Learning with Cascade Convolutions,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,4.0,0.0
568,Simpler and Faster Algorithm for Checking the Dynamic Consistency of Conditional Simple Temporal Networks,Vassar College,University of Verona,,,,,,,,,,,,,,2.0,0.0
569,Stratification for Constraint-Based Multi-Objective Combinatorial Optimization,University of Lisbon,University of Lisbon,University of Lisbon,,,,,,,,,,,,,3.0,0.0
570,Mining Streaming and Temporal Data: from Representation to Knowledge,Columbia University,,,,,,,,,,,,,,,1.0,0.0
